school,spell_name,type,circle,mana,damage,damage_type,healing,duration,area,cooldown,effect_1,effect_2,effect_3,gameplay,description,class_name
Shamanic,Lightning Bolt,damage,1,4,6-12,lightning,,,,,,,,Target enemy and cast to deal 6-12 damage.,Circle: 1 (4 mana) | [Design] 6-12 lightning damage,ShamanicLightningBoltSpell
Shamanic,Lightning Storm,aoe_damage,3,12,15-28,lightning,,,AoE,,,,,Cast at location. All enemies in area take damage.,"Circle: 3 (12 mana) | [Design] 4 tile AoE, 15-28 lightning damage",ShamanicLightningStormSpell
Shamanic,Maelstrom,dot,5,20,10-18,,,,AoE,,-18 damage,,,Apply to enemy. Target takes damage over time for the duration.,"Circle: 5 (20 mana) | [Design] Ground AoE: Pulls enemies in, 10-18 damage/tick",ShamanicMaelstromSpell
Shamanic,Man a Spring Totem,utility,4,16,,,,,,,,,,Cast to activate spell effect.,Mana Spring Totem - Mana Spring Totem Circle: 4 (16 mana),ShamanicManaSpringTotemSpell
Shamanic,Meg a Cha in Lightning,utility,6,24,,,,,,,,,,Cast to activate spell effect.,Mega Chain Lightning - Mega Chain Lightning Circle: 6 (24 mana),ShamanicMegaChainLightningSpell
Shamanic,Purification,cure,2,8,,,,,,,Poison,,,Target friendly player. Removes negative status effects.,"Circle: 2 (8 mana) | [Design] Remove poison, disease, curses from ally",ShamanicPurificationSpell
Shamanic,Shaman Lord,utility,8,32,,,,,,,,,,Cast to activate spell effect.,"Circle: 8 (32 mana) | [Design] Ultimate: Totems are indestructible, instant totem placement, elemental mastery",ShamanicShamanLordSpell
Shamanic,Spirit Link Totem,damage,6,24,,,,,,,,,,Target enemy and cast to deal  damage.,Circle: 6 (24 mana) | [Design] Totem: Splits damage among allies (damage reduction),ShamanicSpiritLinkTotemSpell
Shamanic,Spirit Strike,damage,2,8,10-18,,,,,,-18 damage,Knockback,,Target enemy and cast to deal 10-18 damage.,Circle: 2 (8 mana) | [Design] Melee attack: 10-18 damage + knockback,ShamanicSpiritStrikeSpell
Shamanic,Spiritof the Wild,utility,8,32,,,,,,,,,,Cast to activate spell effect.,Spirit of the Wild - Spirit of the Wild Circle: 8 (32 mana),ShamanicSpiritoftheWildSpell
Shamanic,Strength Totem,utility,1,4,,,,,,,+10 STR,,,Cast to activate spell effect.,Circle: 1 (4 mana) | [Design] Place totem: Allies +10 STR in 8 tiles,ShamanicStrengthTotemSpell
Shamanic,Summ on Greater Earth Elemental,summon,7,28,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Greater Earth Elemental - Summon Greater Earth Elemental Circle: 7 (28 mana),ShamanicSummonGreaterEarthElementalSpell
Shamanic,Summ on Spirit Wolf,summon,3,12,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Spirit Wolf - Summon Spirit Wolf Circle: 3 (12 mana),ShamanicSummonSpiritWolfSpell
Shamanic,Thunderstorm Totem,utility,5,20,,,,,,,,,,Cast to activate spell effect.,Circle: 5 (20 mana) | [Design] Totem: Chain lightning every 3s (8 tiles),ShamanicThunderstormTotemSpell
Shamanic,Totem Army,buff,8,32,,,,,,,,,,Cast on friendly target or self. Enhances stats or resistances for the duration.,"Circle: 8 (32 mana) | [Design] Place 8 totems simultaneously, max totems increased to 8",ShamanicTotemArmySpell
Shamanic,Totem of Wrath,damage,6,24,,,,,,,,,,Target enemy and cast to deal  damage.,Circle: 6 (24 mana) | [Design] Totem: +20% spell damage to all allies,ShamanicTotemofWrathSpell
Shamanic,Totemic Recall,heal,3,12,,,,,,,,,,Target friendly player or self. Restores health.,"Circle: 3 (12 mana) | [Design] Destroy all totems, restore 50% mana",ShamanicTotemicRecallSpell
Summoning,Arcane Bolt,damage,1,4,4-10,,,,,,-10 damage,,,Target enemy and cast to deal 4-10 damage.,Circle: 1 (4 mana) | [Design] 4-10 damage (basic attack),SummoningArcaneBoltSpell
Summoning,Army of Beasts,summon,6,24,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,"Circle: 6 (24 mana) | [Design] Summon 3 wolves, 2 bears simultaneously",SummoningArmyofBeastsSpell
Summoning,Avatar of Summoning,shapeshift,8,32,,,,,,,Instant Cast,,,Cast on self. Caster transforms into different form with new abilities.,"Circle: 8 (32 mana) | [Design] Ultimate form: Infinite summons, instant cast, summons are invulnerable",SummoningAvatarofSummoningSpell
Summoning,Bind Beast,charm,3,12,,,,,,,Charm,,,Target enemy creature. Subject fights for you temporarily.,Circle: 3 (12 mana) | [Design] Charm beast enemy to fight for you (60s),SummoningBindBeastSpell
Summoning,Empower Summon,summon,1,4,,,,30s,,,+5 damage,,,Cast to summon creature. Summoned creature fights for you.,Circle: 1 (4 mana) | [Design] +5 damage to one summon for 30s,SummoningEmpowerSummonSpell
Summoning,Greater Heal Summon,summon,5,20,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Circle: 5 (20 mana) | [Design] Heal summon 80-120 HP,SummoningGreaterHealSummonSpell
Summoning,Mass Empower,summon,3,12,,,,45s,,,+10 damage,,,Cast to summon creature. Summoned creature fights for you.,Circle: 3 (12 mana) | [Design] All summons +10 damage for 45s,SummoningMassEmpowerSpell
Summoning,Mass Heal Summons,summon,6,24,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Circle: 6 (24 mana) | [Design] Heal all summons 50-80 HP each,SummoningMassHealSummonsSpell
Summoning,Mend Summon,summon,2,8,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Circle: 2 (8 mana) | [Design] Heal summon 30-50 HP,SummoningMendSummonSpell
Summoning,Planar Convergence,summon,8,32,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Circle: 8 (32 mana) | [Design] Summon one creature of each element (5 total),SummoningPlanarConvergenceSpell
Summoning,Sacrifice Summon,summon,7,28,,,,,AoE,,,,,Cast to summon creature. Summoned creature fights for you.,"Circle: 7 (28 mana) | [Design] Kill summon, massive AoE damage (100-180)",SummoningSacrificeSummonSpell
Summoning,Summ on Air Elemental,summon,3,12,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Air Elemental - Summon Air Elemental Circle: 3 (12 mana),SummoningSummonAirElementalSpell
Summoning,Summ on Bear,summon,3,12,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Bear - Summon Bear Circle: 3 (12 mana),SummoningSummonBearSpell
Summoning,Summ on Drake,summon,4,16,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Drake - Summon Drake Circle: 4 (16 mana),SummoningSummonDrakeSpell
Summoning,Summ on Earth Elemental,summon,4,16,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Earth Elemental - Summon Earth Elemental Circle: 4 (16 mana),SummoningSummonEarthElementalSpell
Summoning,Summ on Elemental Lord,summon,7,28,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Elemental Lord - Summon Elemental Lord Circle: 7 (28 mana),SummoningSummonElementalLordSpell
Summoning,Summ on Fire Sprite,summon,2,8,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Fire Sprite - Summon Fire Sprite Circle: 2 (8 mana),SummoningSummonFireSpriteSpell
Summoning,Summ on Frenzy,summon,4,16,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Frenzy - Summon Frenzy Circle: 4 (16 mana),SummoningSummonFrenzySpell
Summoning,Summ on Greater Dragon,summon,7,28,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Greater Dragon - Summon Greater Dragon Circle: 7 (28 mana),SummoningSummonGreaterDragonSpell
Summoning,Summ on Hydra,summon,5,20,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Hydra - Summon Hydra Circle: 5 (20 mana),SummoningSummonHydraSpell
Summoning,Summ on Phoenix,summon,6,24,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Phoenix - Summon Phoenix Circle: 6 (24 mana),SummoningSummonPhoenixSpell
Summoning,Summ on Rabbit,summon,1,4,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Rabbit - Summon Rabbit Circle: 1 (4 mana),SummoningSummonRabbitSpell
Summoning,Summ on Shield,summon,2,8,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Shield - Summon Shield Circle: 2 (8 mana),SummoningSummonShieldSpell
Summoning,Summ on Storm Elemental,summon,5,20,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Storm Elemental - Summon Storm Elemental Circle: 5 (20 mana),SummoningSummonStormElementalSpell
Summoning,Summ on Titan,summon,8,32,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Titan - Summon Titan Circle: 8 (32 mana),SummoningSummonTitanSpell
Summoning,Summ on Void Elemental,summon,6,24,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Void Elemental - Summon Void Elemental Circle: 6 (24 mana),SummoningSummonVoidElementalSpell
Summoning,Summ on Wisp,summon,1,4,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Wisp - Summon Wisp Circle: 1 (4 mana),SummoningSummonWispSpell
Summoning,Summ on Wolf,summon,2,8,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Summon Wolf - Summon Wolf Circle: 2 (8 mana),SummoningSummonWolfSpell
Summoning,Summoners Apocalypse,summon,8,32,80-140,,,,,,-140 damage,,,Cast to summon creature. Summoned creature fights for you.,"Summoner's Apocalypse - Summoner's Apocalypse Circle: 8 (32 mana) | [Design] All summons explode for 80-140 damage each, then resummon at full HP",SummoningSummonersApocalypseSpell
Summoning,Swarm of Creatures,summon,7,28,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,Circle: 7 (28 mana) | [Design] Summon 10 weak creatures that swarm enemies,SummoningSwarmofCreaturesSpell
Summoning,Symbiotic Link,summon,5,20,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,"Circle: 5 (20 mana) | [Design] Link to summon, share HP/mana pools",SummoningSymbioticLinkSpell
Summoning,Unsummon,summon,4,16,,,,,,,,,,Cast to summon creature. Summoned creature fights for you.,"Circle: 4 (16 mana) | [Design] Dismiss summon, restore 50% mana cost",SummoningUnsummonSpell
